ลำดับ,เลขทะเบียนโรงงาน,ชื่อโรงงาน,ประกอบกิจการ,เลขที่,หมู่,ซอย,ถนน,ตำบล,อำเภอ,จังหวัด,ไปรษณีย์,โทรศัพท์,เงินทุนรวม,คนงาน,แรงม้า
1938,3-106-15/54สข,ห้างหุ้นส่วนจำกัด บุรีรัมย์ เซอร์วิส,ทำเชื้อเพลิงทดแทนจากน้ำมันหล่อลื่นและตัวทำละลายที่ใช้แล้ว ทำเชื้อเพลิงผสมจากเศษผ้าปนเปื้อนน้ำมัน วัสดุดูดซับและกากตะกอนน้ำมัน บดย่อยชิ้นส่วนอุปกรณ์ไฟฟ้าและอิเล็กทรอนิกส์ ซ่อมและล้างบรรจุภัณฑ์ด้วยตัวทำละลาย เก็บรวบรวมแบตเตอรี่โดยไม่มีการแปรสภาพ  คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 613/14,2,-,-,พะวง,เมืองสงขลา,สงขลา,90100,084-9914013,2900000,14,129
1939,3-106-39/49สข,ห้างหุ้นส่วนจำกัด สยามเพาเวอร์ ออยล์,นำน้ำมันหล่อลื่นใช้แล้วและตัวทำละลายใช้แล้วมาผ่านกรรมวิธีการทางอุตสาหกรรม  เพื่อนำกลับมาใช้ประโยชน์ใหม่  ซ่อมและล้างถังด้วยตัวทำละลาย,เลขที่ 228,14,-,-,ท่าช้าง,บางกล่ำ,สงขลา,90110,074 253265,7020000,5,315.2
1940,3-106-65/53สข,บริษัท เอเซี่ยนออนไลน์ ปลาสเตอร์ (ประเทศไทย) จำกัด,ทำเชื้อเพลิงทดแทนจากน้ำมันเครื่องที่ใช้แล้ว,เลขที่ -,-,-,-,บางเหรียง,ควนเนียง,สงขลา,90220,,2700000,14,241.5
1941,จ3-105-10/51สข,นายจำรัส สุวรรณรัตน์,คัดแยกสิ่งปฏิกูลหรือสิ่งของที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,เลขที่ โฉนดที่ดินเลขที่ 2618,5,,,ท่าช้าง,บางกล่ำ,สงขลา,90110,,140000,8,3
1942,จ3-105-112/50สข,ห้างหุ้นส่วนจำกัด เพิ่มพูนพานิชโลหะกิจ,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ 240/10,2,,ลพบุรีราเมศวร์,พะวง,เมืองสงขลา,สงขลา,90100,,100000,0,30
1943,จ3-105-115/50สข,ห้างหุ้นส่วนสามัญ รวมทรัพย์,คัดแยกเศษเหล็ก พลาสติก และกระดาษ,เลขที่ 116,8,-,-,ท่าโพธิ์,สะเดา,สงขลา,90170,,1500000,4,35
1944,จ3-105-158/50สข,รัชนีการค้า,คัดแยกสิ่งปฏิกูลหรือสิ่งที่ไม่ใช้แล้ว,เลขที่ ,,,เพชรเกษม,นาทวี,นาทวี,สงขลา,90160,,130000,9,4.5
1945,จ3-105-16/51สข,นายนิยม เซ่อิ้ว,คัดแยกสิ่งวัสดุสิ่งที่ไม่ใช้แล้ว,เลขที่ โฉนดที่ดิน 15416,5,,,ท่าช้าง,บางกล่ำ,สงขลา,90110,,100000,9,3
1946,จ3-105-166/51สข,เอส.พี.ไบโอเทค 1999,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ โฉนดที่ดิน เลขที่ 30653,,,,กำแพงเพชร,รัตภูมิ,สงขลา,90180,,160000,8,0
1947,จ3-105-179/51สข,นางนวล จอมเพาะ,คัดแยกสิ่งที่ไม่ใช้แล้วที่ไม่เป็นอันตราย ตามกำหนดไว้ในประกาศกระทรวงอุตสาหกรรม,เลขที่ โฉนดที่ดิน เลขที่ 23448 เล่ม 235 หน้า 48,,,,ปากรอ,สิงหนคร,สงขลา,90330,,350000,8,5
1948,จ3-105-180/51สข,บริษัท เวิลด์ปาล์มไทยออยล์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม,เลขที่ ,5,,,พังลา,สะเดา,สงขลา,90170,,600000,18,4
1949,จ3-105-193/51สข,เกษตรรุ่งเรือง,คัดแยกสิ่งปฏิกูลที่ไม่ใช้แล้ว,เลขที่ 190,3,,,ท่าชะมวง,รัตภูมิ,สงขลา,90180,,1930000,2,7
1950,จ3-105-216/51สข,ห้างหุ้นส่วนจำกัด สยามพาวเวอร์ ออยล์,คัดแยกสิ่งไม่ใช้แล้วที่ไม่เป็นอันตราย,เลขที่ โฉนดที่ดิน เลขที่ 3884,14,,,ท่าช้าง,บางกล่ำ,สงขลา,90110,,280000,10,4
1951,จ3-105-217/51สข,พรศักดิ์ บุญกูล,คัดแยกสิ่งไม่ใช้แล้วที่ไม่เป็นอันตรายตามประกาศกระทรวงอุตสาหกรรม,เลขที่ โฉนดที่ดิน เลขที่ 16088,2,,,จะโหนง,จะนะ,สงขลา,90130,081-9905932,170000,10,4
1952,จ3-105-224/50สข,บริษัท แซดเอ็มซี อุตสาหกรรม จำกัด,คัดแยกถ่านขี้เถ้า,เลขที่ ,,,สงขลา-นาทวี,จะโหนง,จะนะ,สงขลา,90130,,3000000,3,20
1953,จ3-105-3/52สข,บริษัท ช.ชาญชัย คลองแงะ จำกัด,คัดแยกถ่านจากการเผาไหม้,เลขที่ โฉนดที่ดิน เลขที่ 56160,5,,,พังลา,สะเดา,สงขลา,90170,,105000,10,0
1954,จ3-105-46/51สข,ควนหินซื้อของเก่า,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นอันตราย,เลขที่ โฉนดที่ดิน เลขที่ 19673,6,,,นาทับ,จะนะ,สงขลา,90130,,250000,10,12
1955,จ3-105-51/50สข,ห้างหุ้นส่วนจำกัด อัครพนธ์ เทรดดิ้ง,คัดแยกถุงมือยางที่ไม่ผ่านเกณฑ์ควบคุมคุณภาพ,เลขที่ 143,8,,,บ้านพรุ,หาดใหญ่,สงขลา,90250,,650000,15,45.6
1956,จ3-105-7/50สข,นายพิสิษฐ์ สุขสิริวรบุตร,คัดแยกสิ่งปฎิกูลหรือวัสดุที่ใช้แล้วที่ไม่เป็นอันตราย,เลขที่ 520/3,5,,,พังลา,สะเดา,สงขลา,90170,,1750000,3,19
1957,จ3-105-82/50สข,บริษัท สงขลาลาเท็กซ์ โปรดักส์ จำกัด,คัดแยกสิ่งปฏิกูลหรือวัสดุที่ไม่ใช้แล้วที่ไม่เป็นของเสียอันตราย,เลขที่ ,6,,,แค,จะนะ,สงขลา,90130,,310000,7,6
