orgth,orgen,telephone,address,website,healtharea,agency,province,district,area,npsts,pooledsaliva,pooledswab
เฮลท์ พลัส โกลบอล ลาบอราทอรี่ คลินิกเทคนิคการแพทย์,,,,,เขต 13,เอกชน,กรุงเทพมหานคร,ลาดพร้าว,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,เปิดตรวจแล้ว
โรงพยาบาลสินแพทย์ ศรีนครินทร์,,0-2006-8888,,https://www.synphaet.co.th/srinakarin/,เขต 13,เอกชน,กรุงเทพมหานคร,ประเวศ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
ศูนย์การแพทย์มหาวิทยาลัยวลัยลักษณ์,,0-7567-3011,,https://hospital.wu.ac.th/,เขต 11,ภาครัฐ,นครศรีธรรมราช,ท่าศาลา,ต่างจังหวัด,เปิดตรวจแล้ว,,
กระบี่ อินเตอร์ แล็บ คลินิกเทคนิคการแพทย์,,06-4156-9562,,https://bloodtestkrabi.wordpress.com/?fbclid=IwAR1yvt-ljZab_MyvthEF87OAeel70CxyYq0WeLg4dN-fct6aHKsV5Rw44rk,เขต 11,เอกชน,กระบี่,เมืองกระบี่,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสมเด็จพระยุพราชยะหา,,0-7329-1023,,http://118.174.1.163/,เขต 12,ภาครัฐ,ยะลา,ยะหา,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเกษตรวิสัย,,0-4358-9074,,http://www.hoskaset.net/a_hos2/,เขต 7,ภาครัฐ,ร้อยเอ็ด,เกษตรวิสัย,ต่างจังหวัด,เปิดตรวจแล้ว,,
ไบโอแคร์ เมดิคัล แล็บ คลินิกเทคนิคการแพทย์,,08-2636-9464,,https://medical-clinic-13843.business.site/,เขต 8,เอกชน,อุดรธานี,เมืองอุดรธานี,ต่างจังหวัด,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ จีโนเวชั่น,,09-4616-6878,,,เขต 13,เอกชน,กรุงเทพมหานคร,คลองเตย,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ เอ เท็น แล็บ,,,,,เขต 6,เอกชน,สมุทรปราการ,,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเพชรรัตน์,,0-5672-0680,,https://www.phetcharathospital.com/,เขต 2,เอกชน,เพชรบูรณ์,เมืองเพชรบูรณ์,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลวิเชียรบุรี,,0-5692-8169,,https://itcenterwichianhos.wixsite.com/my-site,เขต 2,ภาครัฐ,เพชรบูรณ์,วิเชียรบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลจอมเทียน,,0-2762-4000,,https://www.nhealth-asia.com/en/home,เขต 6,เอกชน,ชลบุรี,บางละมุง,ต่างจังหวัด,เปิดตรวจแล้ว,,
บุรีรัมย์ เฮลธ์แคร์ คลินิกเทคนิคการแพทย์,,,,,เขต 9,เอกชน,บุรีรัมย์,,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลยะรัง,,0-7343-9018,,http://yaranghospital.com/web/index.php,เขต 12,ภาครัฐ,ปัตตานี,ยะรัง,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเชียงคาน,,0-4282-2181,,http://www.ck-hospital.com/index.php,เขต 8,ภาครัฐ,เลย,เชียงคาน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสมเด็จพระยุพราชกระนวน,,0-4325-1302,,http://kncphosp.moph.go.th/,เขต 7,ภาครัฐ,ขอนแก่น,กระนวน,ต่างจังหวัด,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ ฟีนิกซ์ โมเลกุลาร์,,080-0064557,,,เขต 13,เอกชน,กรุงเทพมหานคร,ประเวศ,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,เปิดตรวจแล้ว,เปิดตรวจแล้ว
โรงพยาบาลวิภาราม สมุทรสาคร,,0-3411-6999,,http://vibharamsamutsakhon.com/index.php,เขต 5,เอกชน,สมุทรสาคร,เมืองสมุทรสาคร,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัท กรุงเทพอณูพันธุศาสตร์ จำกัด,,0-2010-1599,,,เขต 13,เอกชน,กรุงเทพมหานคร,บึงกุ่ม,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
วินเมด คลินิกเทคนิคการแพทย์,,,,,เขต 13,เอกชน,กรุงเทพมหานคร,,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บีทีแล็บ กรุงเทพ คลินิกเทคนิคการแพทย์,,06-4690-1991,,,เขต 13,เอกชน,กรุงเทพมหานคร,สะพานสูง,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
บริษัท เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ จำกัด สาขาโรงพยาบาลพญาไท 1,,0-2201-4600,,https://www.phyathai.com/branch/PYT1/,เขต 13,เอกชน,กรุงเทพมหานคร,ราชเทวี,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเชียงคำ,,0-5440-9000,,http://www.ckh.moph.go.th/hospital/,เขต 1,ภาครัฐ,พะเยา,เชียงคำ,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลควนขนุน,,0-7468-2071,,http://www.khuankhanunhospital.org/,เขต 12,ภาครัฐ,พัทลุง,ควนขนุน,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลสมเด็จพระยุพราชเวียงสระ,,0-7736-1283,,http://www.weingsrahosp.com/index.php?mo=1,เขต 11,ภาครัฐ,สุราษฎร์ธานี,เวียงสระ,ต่างจังหวัด,เปิดตรวจแล้ว,,
เนชั่นแนล เฮลท์แคร์ ซิสเท็มส์ คลินิกเทคนิคการแพทย์ สาขาสมุย,,,,,เขต 11,เอกชน,สุราษฎร์ธานี,เกาะสมุย,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลบัวใหญ่,,0-4446-1662,,http://www.buayaihospital.go.th/,เขต 9,ภาครัฐ,นครราชสีมา,บัวใหญ่,ต่างจังหวัด,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ ยู เวลเนส เซ็นเตอร์,,,,,เขต 13,เอกชน,กรุงเทพมหานคร,,กรุงเทพและปริมณฑล,เปิดตรวจแล้ว,,
โรงพยาบาลเกาะพะงัน,,0-7737-7034,,http://www.kpho.go.th/?fbclid=IwAR0nqWomr1nfGFrN1MVHVsyR78JSn4SihtOf2-cMnSzzkZnc0zsw_eJWBtU,เขต 11,ภาครัฐ,สุราษฎร์ธานี,เกาะพะงัน,ต่างจังหวัด,เปิดตรวจแล้ว,,
หนองคายเฮลท์แล็บ คลินิกเทคนิคการแพทย์,,,,,เขต 8,เอกชน,หนองคาย,,ต่างจังหวัด,เปิดตรวจแล้ว,,
โรงพยาบาลเซกา,,0-4248-9099,,https://bkpho.moph.go.th/bungkanpho/index.php,เขต 8,ภาครัฐ,บึงกาฬ,เซกา,ต่างจังหวัด,เปิดตรวจแล้ว,,
บริษัทอาร์ไอเอ แลบบอราทอรี่ จำกัด,,08-1865-7478,,https://www.ria.co.th/rialab/th/,เขต 6,เอกชน,ชลบุรี,เมืองชลบุรี,ต่างจังหวัด,เปิดตรวจแล้ว,,
คลินิกเทคนิคการแพทย์ บุรีรัมย์ ฟาสต์ แล็บ,,0-4411-1154,,https://www.facebook.com/%E0%B8%9A%E0%B8%B8%E0%B8%A3%E0%B8%B5%E0%B8%A3%E0%B8%B1%E0%B8%A1%E0%B8%A2%E0%B9%8C-%E0%B8%9F%E0%B8%B2%E0%B8%AA%E0%B8%95%E0%B9%8C-%E0%B9%81%E0%B8%A5%E0%B9%87%E0%B8%9A-Buriram-Fast-Lab-108207974962365/,เขต 9,เอกชน,บุรีรัมย์,เมืองบุรีรัมย์,ต่างจังหวัด,เปิดตรวจแล้ว,,
